vehicle_id,lat,lon,direction,timestamp,stop_sequence,trip_id,route_id,agency
y3251,42.364823,-71.102914,0,2026-03-31 12:06:40,18,73604104,1,MBTA
y1903,42.331403,-71.076767,1,2026-03-31 12:06:47,20,73604114,1,MBTA
y1875,42.358715,-71.09335,0,2026-03-31 12:06:38,15,73604103,1,MBTA
y1854,42.347308,-71.088111,1,2026-03-31 12:06:45,12,73604080,1,MBTA
y1849,42.332378,-71.079953,1,2026-03-31 12:06:45,21,73604086,1,MBTA
y1829,42.366681,-71.106085,1,2026-03-31 12:06:44,6,73604074,1,MBTA
y1811,42.32989,-71.08407,0,2026-03-31 12:06:23,1,73604097,1,MBTA
y1807,42.333973,-71.073597,0,2026-03-31 12:06:43,6,73604099,1,MBTA
y1723,42.37309,-71.11768,1,2026-03-31 12:06:26,1,73604107,1,MBTA
y1902,42.33704,-71.08872,0,2026-03-31 12:06:32,1,73602547,23,MBTA
y1843,42.286654,-71.064777,0,2026-03-31 12:06:44,28,73602539,23,MBTA
y1838,42.295116,-71.07205,0,2026-03-31 12:06:46,23,73602541,23,MBTA
y1830,42.334543,-71.089679,0,2026-03-31 12:06:42,2,73603912,23,MBTA
y1825,42.306664,-71.081918,1,2026-03-31 12:06:46,13,73601353,23,MBTA
y1793,42.293193,-71.072003,1,2026-03-31 12:06:46,6,73601357,23,MBTA
y1786,42.328885,-71.084624,1,2026-03-31 12:06:46,26,73601349,23,MBTA
y1776,42.32862,-71.083687,0,2026-03-31 12:06:44,7,73602551,23,MBTA
y0869,42.310854,-71.083206,0,2026-03-31 12:06:40,15,73602544,23,MBTA
y1269,42.26708,-71.09182,1,2026-03-31 12:06:25,1,73766557,28,MBTA
y1262,42.305342,-71.084714,0,2026-03-31 12:06:33,17,73766502,28,MBTA
y1259,42.26745,-71.09186,1,2026-03-31 12:06:33,1,73766610,28,MBTA
y1258,42.29733,-71.08729,0,2026-03-31 12:06:26,20,73766503,28,MBTA
y1251,42.33671,-71.08984,0,2026-03-31 12:05:59,1,73766490,28,MBTA
y1216,42.308959,-71.082808,1,2026-03-31 12:06:10,21,73766501,28,MBTA
y1210,42.322418,-71.054432,1,2026-03-31 12:06:45,1,73766491,28,MBTA
y1209,42.329652,-71.086398,0,2026-03-31 12:06:49,5,73766492,28,MBTA
y1207,42.32157,-71.081779,1,2026-03-31 12:06:35,27,73766504,28,MBTA
y1201,42.26821,-71.09379,0,2026-03-31 12:06:33,34,73766536,28,MBTA
y1268,42.320956,-71.111891,0,2026-03-31 12:06:48,17,73767266,39,MBTA
y1263,42.329722,-71.111223,0,2026-03-31 12:06:43,14,73767262,39,MBTA
y1257,42.343461,-71.06396,0,2026-03-31 12:06:46,1,73767394,39,MBTA
y1254,42.331843,-71.112045,1,2026-03-31 12:06:40,13,73767348,39,MBTA
y1252,42.331158,-71.06584,0,2026-03-31 12:06:43,1,73767362,39,MBTA
y1250,42.300134,-71.11458,1,2026-03-31 12:06:46,1,73767291,39,MBTA
y1219,42.344233,-71.08317,1,2026-03-31 12:06:46,22,73767356,39,MBTA
y1215,42.349912,-71.078473,1,2026-03-31 12:06:48,24,73767387,39,MBTA
y1206,42.344509,-71.083055,0,2026-03-31 12:06:44,5,73767263,39,MBTA
y3293,42.349078,-71.156601,1,2026-03-31 12:06:41,16,73584531,57,MBTA
y3281,42.3634033203125,-71.18568420410156,1,2026-03-31 12:06:42,1,73584532,57,MBTA
y3276,42.363765716552734,-71.18531799316406,1,2026-03-31 12:06:37,1,73584823,57,MBTA
y3259,42.349378,-71.100816,0,2026-03-31 12:06:46,2,73584588,57,MBTA
y3256,42.34895,-71.09589,0,2026-03-31 12:06:00,3,73584592,57,MBTA
y3241,42.34904479980469,-71.0953598022461,0,2026-03-31 12:06:35,1,73584584,57,MBTA
y3225,42.352734,-71.1296,1,2026-03-31 12:06:46,26,73584529,57,MBTA
y3223,42.349064,-71.150008,0,2026-03-31 12:06:43,17,73584583,57,MBTA
y3204,42.352989,-71.131639,0,2026-03-31 12:06:45,11,73584587,57,MBTA
y3299,42.33201217651367,-71.11599731445312,0,2026-03-31 12:06:38,13,73583858,66,MBTA
y3278,42.332442,-71.099689,0,2026-03-31 12:06:46,7,73583859,66,MBTA
y3275,42.343678,-71.123823,1,2026-03-31 12:06:47,18,73583976,66,MBTA
y3273,42.335435,-71.119778,1,2026-03-31 12:06:47,23,73583977,66,MBTA
y3252,42.331501,-71.080106,0,2026-03-31 12:06:43,1,73583864,66,MBTA
y3244,42.371497,-71.121326,0,2026-03-31 12:06:42,31,73583856,66,MBTA
y3243,42.375702,-71.120297,1,2026-03-31 12:06:50,1,73583981,66,MBTA
y3234,42.375488,-71.119321,1,2026-03-31 12:06:41,1,73583979,66,MBTA
y3229,42.333469,-71.118782,1,2026-03-31 12:06:45,23,73583980,66,MBTA
y3227,42.361858,-71.130369,1,2026-03-31 12:06:47,6,73583982,66,MBTA
y3217,42.37535,-71.11931,1,2026-03-31 12:05:59,1,73584842,66,MBTA
y3209,42.33623504638672,-71.12077331542969,0,2026-03-31 12:06:43,15,73583855,66,MBTA
y2100,42.390981,-71.035019,0,2026-03-31 12:06:47,7,73901927,111,MBTA
y2096,42.36239,-71.05692,0,2026-03-31 12:06:21,1,73901702,111,MBTA
y2086,42.415607,-71.032765,1,2026-03-31 12:06:35,1,73901663,111,MBTA
y2082,42.404757,-71.035197,0,2026-03-31 12:06:49,16,73901674,111,MBTA
y2080,42.415319,-71.033935,1,2026-03-31 12:06:45,1,73901666,111,MBTA
y2034,42.39183,-71.03855,1,2026-03-31 12:06:34,21,73901696,111,MBTA
y2006,42.36624,-71.0583,0,2026-03-31 12:06:31,3,73901967,111,MBTA
y1946,42.36251,-71.05716,0,2026-03-31 12:06:21,1,73901888,111,MBTA
y1937,42.39687,-71.031808,1,2026-03-31 12:06:49,16,73901796,111,MBTA
y2065,42.360903,-71.118259,0,2026-03-31 12:06:46,14,73870795,64,MBTA
y1998,42.357631,-71.153873,1,2026-03-31 12:06:46,5,73870800,64,MBTA
y1993,42.384399,-71.074003,0,2026-03-31 12:06:49,1,73870787,64,MBTA
y1947,42.367999,-71.10212,1,2026-03-31 12:06:42,23,73870820,64,MBTA
y0783,42.298075,-71.057032,0,2026-03-31 12:06:44,3,74122377,201,MBTA
y1635,42.28555,-71.12905,1,2026-03-31 12:06:21,20,74213579,50,MBTA
y1676,42.306664,-71.107333,0,2026-03-31 12:06:46,17,74213178,42,MBTA
y1643,42.318422,-71.09572,1,2026-03-31 12:06:45,12,74213179,42,MBTA
y2027,42.407024,-71.133741,1,2026-03-31 12:06:26,10,73870318,87,MBTA
y2003,42.389164,-71.116497,0,2026-03-31 12:06:43,15,73870198,87,MBTA
y3135,42.363843,-71.122534,0,2026-03-31 12:06:48,9,73869590,70,MBTA
y2091,42.371843,-71.198741,0,2026-03-31 12:06:47,29,73869587,70,MBTA
y2083,42.36164,-71.1003,0,2026-03-31 12:06:26,1,73869588,70,MBTA
y2069,42.362855,-71.158858,1,2026-03-31 12:06:47,33,73869718,70,MBTA
y1995,42.376285,-71.240352,1,2026-03-31 12:06:49,9,73869589,70,MBTA
y1956,42.38203,-71.26167,1,2026-03-31 12:06:30,1,73869680,70,MBTA
y3251,42.365935,-71.104705,0,2026-03-31 12:07:47,19,73604104,1,MBTA
y1903,42.331627,-71.078158,1,2026-03-31 12:07:49,21,73604114,1,MBTA
y1875,42.359453,-71.093799,0,2026-03-31 12:07:41,15,73604103,1,MBTA
y1854,42.346705,-71.087479,1,2026-03-31 12:07:49,13,73604080,1,MBTA
y1849,42.332779,-71.080768,1,2026-03-31 12:07:37,22,73604086,1,MBTA
y1829,42.365309,-71.103499,1,2026-03-31 12:07:54,7,73604074,1,MBTA
y1811,42.329932,-71.08364,0,2026-03-31 12:07:33,1,73604097,1,MBTA
y1807,42.334924,-71.074873,0,2026-03-31 12:07:56,7,73604099,1,MBTA
y1723,42.373261,-71.118331,1,2026-03-31 12:07:53,1,73604107,1,MBTA
y1902,42.33727,-71.08855,0,2026-03-31 12:07:32,1,73602547,23,MBTA
y1843,42.286184,-71.064387,0,2026-03-31 12:07:53,29,73602539,23,MBTA
y1838,42.293481,-71.071852,0,2026-03-31 12:07:49,24,73602541,23,MBTA
y1830,42.331553,-71.094346,0,2026-03-31 12:07:49,2,73603912,23,MBTA
y1825,42.30798,-71.082845,1,2026-03-31 12:07:51,14,73601353,23,MBTA
y1793,42.294976,-71.071971,1,2026-03-31 12:07:50,7,73601357,23,MBTA
y1786,42.32927,-71.08551,1,2026-03-31 12:07:25,26,73601349,23,MBTA
y1776,42.32861,-71.08375,0,2026-03-31 12:07:34,7,73602551,23,MBTA
y0869,42.309937,-71.082996,0,2026-03-31 12:07:49,15,73602544,23,MBTA
y1269,42.26708,-71.09181,1,2026-03-31 12:07:25,1,73766557,28,MBTA
y1262,42.302856,-71.085402,0,2026-03-31 12:07:49,18,73766502,28,MBTA
y1259,42.26746,-71.091929,1,2026-03-31 12:07:43,1,73766610,28,MBTA
y1258,42.29578,-71.08773,0,2026-03-31 12:07:26,21,73766503,28,MBTA
y1251,42.3367,-71.08983,0,2026-03-31 12:06:59,1,73766490,28,MBTA
y1216,42.310477,-71.083021,1,2026-03-31 12:07:49,21,73766501,28,MBTA
y1210,42.311273,-71.053037,1,2026-03-31 12:07:51,1,73766491,28,MBTA
y1209,42.329617,-71.086293,0,2026-03-31 12:07:06,5,73766492,28,MBTA
y1207,42.323675,-71.082514,1,2026-03-31 12:07:50,28,73766504,28,MBTA
y1201,42.26594,-71.093937,0,2026-03-31 12:07:49,34,73766536,28,MBTA
y1268,42.318156,-71.112605,0,2026-03-31 12:07:53,19,73767266,39,MBTA
y1263,42.326577,-71.111234,0,2026-03-31 12:07:55,15,73767262,39,MBTA
y1257,42.344128,-71.066411,0,2026-03-31 12:07:49,1,73767394,39,MBTA
y1254,42.333202,-71.109736,1,2026-03-31 12:07:43,14,73767348,39,MBTA
y1252,42.332572,-71.071845,0,2026-03-31 12:07:52,1,73767362,39,MBTA
y1250,42.30111,-71.1144,1,2026-03-31 12:07:48,2,73767291,39,MBTA
y1219,42.345107,-71.082081,1,2026-03-31 12:07:56,22,73767356,39,MBTA
y1215,42.350156,-71.076317,1,2026-03-31 12:07:51,24,73767387,39,MBTA
y1206,42.341375,-71.086817,0,2026-03-31 12:07:49,5,73767263,39,MBTA
y3293,42.349004,-71.154156,1,2026-03-31 12:07:54,17,73584531,57,MBTA
y3281,42.358757,-71.185137,1,2026-03-31 12:07:51,3,73584532,57,MBTA
y3276,42.363765716552734,-71.18531799316406,1,2026-03-31 12:07:47,1,73584823,57,MBTA
y3259,42.349842,-71.103729,0,2026-03-31 12:07:53,3,73584588,57,MBTA
y3241,42.34904479980469,-71.0953598022461,0,2026-03-31 12:07:45,1,73584584,57,MBTA
y3225,42.352139,-71.125494,1,2026-03-31 12:07:49,27,73584529,57,MBTA
y3223,42.349069,-71.152512,0,2026-03-31 12:07:52,18,73584583,57,MBTA
y3204,42.353539,-71.135811,0,2026-03-31 12:07:47,12,73584587,57,MBTA
y3203,42.3409309387207,-71.06385040283203,0,2026-03-31 12:07:49,1,73584591,57,MBTA
y3299,42.332134,-71.118077,0,2026-03-31 12:07:53,14,73583858,66,MBTA
y3278,42.333062,-71.101592,0,2026-03-31 12:07:53,8,73583859,66,MBTA
y3275,42.343076,-71.122777,1,2026-03-31 12:07:53,19,73583976,66,MBTA
y3273,42.33249,-71.118496,1,2026-03-31 12:07:47,24,73583977,66,MBTA
y3252,42.329276,-71.082589,0,2026-03-31 12:07:50,1,73583864,66,MBTA
y3244,42.372626,-71.122551,0,2026-03-31 12:07:48,32,73583856,66,MBTA
y3243,42.37644958496094,-71.12188720703125,1,2026-03-31 12:07:43,1,73583981,66,MBTA
y3234,42.374933,-71.119007,1,2026-03-31 12:07:51,1,73583979,66,MBTA
y3229,42.331736,-71.116581,1,2026-03-31 12:07:53,24,73583980,66,MBTA
y3227,42.360048,-71.128499,1,2026-03-31 12:07:53,7,73583982,66,MBTA
y3217,42.37535,-71.11931,1,2026-03-31 12:06:59,1,73584842,66,MBTA
y3209,42.338502,-71.121379,0,2026-03-31 12:07:53,16,73583855,66,MBTA
y2100,42.39277,-71.034106,0,2026-03-31 12:07:52,7,73901927,111,MBTA
y2096,42.3624,-71.05691,0,2026-03-31 12:07:37,1,73901702,111,MBTA
y2086,42.41568,-71.03295,1,2026-03-31 12:07:24,1,73901663,111,MBTA
y2082,42.405245,-71.030094,0,2026-03-31 12:07:55,18,73901674,111,MBTA
y2080,42.411575,-71.031274,1,2026-03-31 12:07:54,3,73901666,111,MBTA
y2034,42.385693,-71.046946,1,2026-03-31 12:07:53,22,73901696,111,MBTA
y2006,42.366771,-71.058564,0,2026-03-31 12:07:48,3,73901967,111,MBTA
y1946,42.36251,-71.05716,0,2026-03-31 12:07:37,1,73901888,111,MBTA
y1937,42.394575,-71.033419,1,2026-03-31 12:07:46,18,73901796,111,MBTA
y2065,42.35966,-71.122241,0,2026-03-31 12:07:49,14,73870795,64,MBTA
y1998,42.356223,-71.149244,1,2026-03-31 12:07:44,7,73870800,64,MBTA
y1993,42.377901,-71.070191,0,2026-03-31 12:07:54,1,73870787,64,MBTA
y1947,42.369337,-71.101293,1,2026-03-31 12:07:53,24,73870820,64,MBTA
y0783,42.29615,-71.054839,0,2026-03-31 12:07:49,5,74122377,201,MBTA
y1635,42.286691,-71.127898,1,2026-03-31 12:07:44,21,74213579,50,MBTA
y1676,42.305601,-71.108327,0,2026-03-31 12:07:53,17,74213178,42,MBTA
y1643,42.320067,-71.094139,1,2026-03-31 12:07:50,13,74213179,42,MBTA
y2027,42.406903,-71.133482,1,2026-03-31 12:07:44,10,73870318,87,MBTA
y2003,42.39188,-71.119383,0,2026-03-31 12:07:53,16,73870198,87,MBTA
y3135,42.363707,-71.124066,0,2026-03-31 12:07:48,9,73869590,70,MBTA
y2091,42.373662,-71.206076,0,2026-03-31 12:07:53,31,73869587,70,MBTA
y2083,42.36165,-71.1003,0,2026-03-31 12:07:26,1,73869588,70,MBTA
y2069,42.362463,-71.154439,1,2026-03-31 12:07:45,34,73869718,70,MBTA
y1995,42.375227,-71.236834,1,2026-03-31 12:07:52,10,73869589,70,MBTA
y1956,42.38203,-71.26167,1,2026-03-31 12:07:30,1,73869680,70,MBTA
y3251,42.366503,-71.105952,0,2026-03-31 12:08:58,19,73604104,1,MBTA
y1903,42.33246,-71.080069,1,2026-03-31 12:08:50,22,73604114,1,MBTA
y1875,42.360396,-71.095284,0,2026-03-31 12:08:59,16,73604103,1,MBTA
y1854,42.34621,-71.087112,1,2026-03-31 12:08:55,13,73604080,1,MBTA
y1849,42.331874,-71.081903,1,2026-03-31 12:08:53,22,73604086,1,MBTA
y1829,42.364749,-71.102722,1,2026-03-31 12:08:36,7,73604074,1,MBTA
y1811,42.330444,-71.083255,0,2026-03-31 12:08:58,2,73604097,1,MBTA
y1807,42.336238,-71.076366,0,2026-03-31 12:08:46,8,73604099,1,MBTA
y1723,42.372219,-71.119209,1,2026-03-31 12:08:59,2,73604107,1,MBTA
y1902,42.337346,-71.088781,0,2026-03-31 12:08:44,1,73602547,23,MBTA
y1843,42.283769,-71.06404,0,2026-03-31 12:09:03,29,73602539,23,MBTA
y1838,42.291317,-71.071716,0,2026-03-31 12:08:59,25,73602541,23,MBTA
y1830,42.331516,-71.094289,0,2026-03-31 12:09:01,2,73603912,23,MBTA
y1825,42.309087,-71.082771,1,2026-03-31 12:09:00,15,73601353,23,MBTA
y1793,42.297451,-71.072413,1,2026-03-31 12:08:59,8,73601357,23,MBTA
y1786,42.329998,-71.086526,1,2026-03-31 12:08:56,26,73601349,23,MBTA
y1776,42.326406,-71.083321,0,2026-03-31 12:09:01,7,73602551,23,MBTA
y0869,42.30859,-71.083203,0,2026-03-31 12:09:01,16,73602544,23,MBTA
y1269,42.2671,-71.0918,1,2026-03-31 12:08:25,1,73766557,28,MBTA
y1262,42.300714,-71.08612,0,2026-03-31 12:09:01,19,73766502,28,MBTA
y1259,42.267384,-71.092358,1,2026-03-31 12:09:03,1,73766610,28,MBTA
y1258,42.29477,-71.08805,0,2026-03-31 12:08:26,22,73766503,28,MBTA
y1251,42.33668,-71.08982,0,2026-03-31 12:08:27,1,73766490,28,MBTA
y1216,42.313364,-71.083565,1,2026-03-31 12:09:02,23,73766501,28,MBTA
y1210,42.301233,-71.049435,1,2026-03-31 12:09:00,1,73766491,28,MBTA
y1209,42.328707,-71.084017,0,2026-03-31 12:09:02,6,73766492,28,MBTA
y1207,42.32499,-71.083022,1,2026-03-31 12:08:59,29,73766504,28,MBTA
y1201,42.266998,-71.092143,0,2026-03-31 12:09:01,35,73766536,28,MBTA
y1268,42.316931,-71.113454,0,2026-03-31 12:08:40,19,73767266,39,MBTA
y1263,42.323387,-71.112208,0,2026-03-31 12:08:58,17,73767262,39,MBTA
y1257,42.3477,-71.07132,0,2026-03-31 12:09:00,1,73767394,39,MBTA
y1254,42.33352,-71.105935,1,2026-03-31 12:09:00,15,73767348,39,MBTA
y1252,42.333296,-71.073149,0,2026-03-31 12:09:00,1,73767362,39,MBTA
y1250,42.3052,-71.114663,1,2026-03-31 12:08:58,3,73767291,39,MBTA
y1219,42.346861,-71.079844,1,2026-03-31 12:08:58,23,73767356,39,MBTA
y1215,42.350628,-71.075127,1,2026-03-31 12:09:02,25,73767387,39,MBTA
y1206,42.340524,-71.088944,0,2026-03-31 12:09:02,6,73767263,39,MBTA
y3293,42.34916687011719,-71.15351867675781,1,2026-03-31 12:08:59,18,73584531,57,MBTA
y3281,42.3573112487793,-71.18531799316406,1,2026-03-31 12:09:02,4,73584532,57,MBTA
y3276,42.363765716552734,-71.18531799316406,1,2026-03-31 12:08:57,1,73584823,57,MBTA
y3259,42.350237,-71.10706,0,2026-03-31 12:08:59,4,73584588,57,MBTA
y3256,42.34895,-71.09589,0,2026-03-31 12:08:01,1,73584592,57,MBTA
y3225,42.351728,-71.121596,1,2026-03-31 12:08:52,28,73584529,57,MBTA
y3223,42.34920120239258,-71.15422821044922,0,2026-03-31 12:08:58,18,73584583,57,MBTA
y3204,42.353515,-71.137608,0,2026-03-31 12:08:59,12,73584587,57,MBTA
y3203,42.3409309387207,-71.06385040283203,0,2026-03-31 12:08:59,1,73584591,57,MBTA
y3299,42.334295,-71.118986,0,2026-03-31 12:08:59,15,73583858,66,MBTA
y3278,42.333783,-71.103876,0,2026-03-31 12:08:57,9,73583859,66,MBTA
y3275,42.342778,-71.122278,1,2026-03-31 12:08:58,19,73583976,66,MBTA
y3273,42.33192825317383,-71.11796569824219,1,2026-03-31 12:08:54,24,73583977,66,MBTA
y3252,42.329345703125,-71.08250427246094,0,2026-03-31 12:09:02,1,73583864,66,MBTA
y3244,42.3735466003418,-71.11894226074219,1,2026-03-31 12:08:56,1,73584833,66,MBTA
y3243,42.37786865234375,-71.12037658691406,1,2026-03-31 12:09:03,1,73583981,66,MBTA
y3234,42.373876,-71.11904,1,2026-03-31 12:08:57,2,73583979,66,MBTA
y3229,42.331825256347656,-71.11267852783203,1,2026-03-31 12:08:58,25,73583980,66,MBTA
y3227,42.358009338378906,-71.12662506103516,1,2026-03-31 12:08:58,9,73583982,66,MBTA
y3217,42.37535,-71.11931,1,2026-03-31 12:08:00,1,73584842,66,MBTA
y3209,42.34176254272461,-71.12105560302734,0,2026-03-31 12:09:03,17,73583855,66,MBTA
y2100,42.395078,-71.033056,0,2026-03-31 12:08:59,9,73901927,111,MBTA
y2096,42.36239,-71.05689,0,2026-03-31 12:08:37,1,73901702,111,MBTA
y2086,42.41568,-71.03295,1,2026-03-31 12:08:24,1,73901663,111,MBTA
y2082,42.409093,-71.029903,0,2026-03-31 12:08:58,21,73901674,111,MBTA
y2080,42.407904,-71.029619,1,2026-03-31 12:09:01,6,73901666,111,MBTA
y2034,42.375614,-71.056274,1,2026-03-31 12:09:00,22,73901696,111,MBTA
y2006,42.37077,-71.061241,0,2026-03-31 12:08:51,3,73901967,111,MBTA
y1946,42.36249,-71.05716,0,2026-03-31 12:08:37,1,73901888,111,MBTA
y1937,42.391835,-71.035826,1,2026-03-31 12:08:56,20,73901796,111,MBTA
y2065,42.357538,-71.127887,0,2026-03-31 12:08:58,15,73870795,64,MBTA
y1998,42.357289,-71.148242,1,2026-03-31 12:08:58,8,73870800,64,MBTA
y1993,42.374833,-71.068302,0,2026-03-31 12:09:00,1,73870787,64,MBTA
y1947,42.367928,-71.097709,1,2026-03-31 12:08:53,25,73870820,64,MBTA
y0783,42.296093,-71.052727,0,2026-03-31 12:09:01,5,74122377,201,MBTA
y1635,42.28848,-71.125979,1,2026-03-31 12:08:47,22,74213579,50,MBTA
y1676,42.301535,-71.112256,0,2026-03-31 12:09:02,19,74213178,42,MBTA
y1643,42.320592,-71.093414,1,2026-03-31 12:09:01,14,74213179,42,MBTA
y2027,42.405117,-71.130087,1,2026-03-31 12:09:00,11,73870318,87,MBTA
y2003,42.395564,-71.119855,0,2026-03-31 12:09:00,18,73870198,87,MBTA
y3135,42.363292,-71.129195,0,2026-03-31 12:08:56,10,73869590,70,MBTA
y2091,42.374448,-71.210216,0,2026-03-31 12:08:52,33,73869587,70,MBTA
y2083,42.36166,-71.10031,0,2026-03-31 12:08:26,1,73869588,70,MBTA
y2069,42.361787,-71.147345,1,2026-03-31 12:08:56,35,73869718,70,MBTA
y2029,42.38889,-71.0736,0,2026-03-31 12:08:34,1,73869567,70,MBTA
y1995,42.374685,-71.236607,1,2026-03-31 12:08:48,11,73869589,70,MBTA
y1956,42.38203,-71.26166,1,2026-03-31 12:08:30,1,73869680,70,MBTA
y3251,42.36867,-71.109144,0,2026-03-31 12:10:00,20,73604104,1,MBTA
y1903,42.33277,-71.0808,1,2026-03-31 12:09:35,22,73604114,1,MBTA
y1875,42.361461,-71.096865,0,2026-03-31 12:10:01,17,73604103,1,MBTA
y1854,42.343727,-71.085942,1,2026-03-31 12:10:05,13,73604080,1,MBTA
y1849,42.330953,-71.082915,1,2026-03-31 12:10:04,23,73604086,1,MBTA
y1829,42.364136,-71.101599,1,2026-03-31 12:09:51,8,73604074,1,MBTA
y1811,42.332262,-71.081509,0,2026-03-31 12:10:04,3,73604097,1,MBTA
y1807,42.336832,-71.077206,0,2026-03-31 12:10:06,8,73604099,1,MBTA
y1723,42.371477,-71.116897,1,2026-03-31 12:10:05,2,73604107,1,MBTA
y1902,42.33726,-71.08918,0,2026-03-31 12:09:32,1,73602547,23,MBTA
y1843,42.284,-71.06371,1,2026-03-31 12:09:37,1,73601359,23,MBTA
y1838,42.290074,-71.070044,0,2026-03-31 12:10:01,26,73602541,23,MBTA
y1830,42.331186,-71.091047,0,2026-03-31 12:10:06,2,73603912,23,MBTA
y1825,42.312464,-71.083091,1,2026-03-31 12:10:04,16,73601353,23,MBTA
y1793,42.299877,-71.074031,1,2026-03-31 12:10:04,9,73601357,23,MBTA
y1786,42.331179,-71.090055,1,2026-03-31 12:10:00,28,73601349,23,MBTA
y1776,42.3261,-71.083536,0,2026-03-31 12:10:05,7,73602551,23,MBTA
y0869,42.308574,-71.083193,0,2026-03-31 12:10:05,16,73602544,23,MBTA
y1269,42.26709,-71.09181,1,2026-03-31 12:09:26,1,73766557,28,MBTA
y1262,42.298315,-71.086916,0,2026-03-31 12:10:06,20,73766502,28,MBTA
y1259,42.268331,-71.093693,1,2026-03-31 12:10:05,2,73766610,28,MBTA
y1258,42.29189,-71.08904,0,2026-03-31 12:09:26,23,73766503,28,MBTA
y1251,42.33668,-71.08982,0,2026-03-31 12:09:27,1,73766490,28,MBTA
y1216,42.316054,-71.082801,1,2026-03-31 12:10:06,24,73766501,28,MBTA
y1210,42.294219,-71.045507,1,2026-03-31 12:10:06,1,73766491,28,MBTA
y1209,42.329637,-71.083591,0,2026-03-31 12:10:06,6,73766492,28,MBTA
y1207,42.325466,-71.083177,1,2026-03-31 12:09:37,29,73766504,28,MBTA
y1201,42.26702,-71.09211,1,2026-03-31 12:09:33,1,73766529,28,MBTA
y1268,42.314836,-71.11409,0,2026-03-31 12:09:47,20,73767266,39,MBTA
y1263,42.321225,-71.111941,0,2026-03-31 12:10:06,18,73767262,39,MBTA
y1257,42.349415,-71.072183,0,2026-03-31 12:10:06,1,73767394,39,MBTA
y1254,42.334804,-71.102812,1,2026-03-31 12:10:06,16,73767348,39,MBTA
y1252,42.334963,-71.075051,0,2026-03-31 12:09:59,1,73767362,39,MBTA
y1250,42.308762,-71.115471,1,2026-03-31 12:10:02,4,73767291,39,MBTA
y1219,42.349029,-71.080604,1,2026-03-31 12:10:06,23,73767356,39,MBTA
y1215,42.347252,-71.073741,1,2026-03-31 12:10:05,26,73767387,39,MBTA
y1206,42.339909,-71.09038,0,2026-03-31 12:10:05,7,73767263,39,MBTA
y3293,42.348892,-71.151972,1,2026-03-31 12:10:04,18,73584531,57,MBTA
y3281,42.356628,-71.187386,1,2026-03-31 12:10:04,5,73584532,57,MBTA
y3276,42.363765716552734,-71.18531799316406,1,2026-03-31 12:09:57,1,73584823,57,MBTA
y3259,42.350677490234375,-71.11064910888672,0,2026-03-31 12:10:05,6,73584588,57,MBTA
y3256,42.34895,-71.09589,0,2026-03-31 12:09:03,1,73584592,57,MBTA
y3225,42.351608,-71.120868,1,2026-03-31 12:10:03,28,73584529,57,MBTA
y3223,42.348881,-71.158929,0,2026-03-31 12:10:01,20,73584583,57,MBTA
y3204,42.351728,-71.142769,0,2026-03-31 12:10:06,14,73584587,57,MBTA
y3203,42.3409309387207,-71.06385040283203,0,2026-03-31 12:09:59,1,73584591,57,MBTA
y3299,42.335682,-71.120151,0,2026-03-31 12:10:04,15,73583858,66,MBTA
y3278,42.333927,-71.104292,0,2026-03-31 12:09:20,9,73583859,66,MBTA
y3275,42.342404,-71.121564,1,2026-03-31 12:10:04,19,73583976,66,MBTA
y3273,42.33168411254883,-71.11666870117188,1,2026-03-31 12:10:04,24,73583977,66,MBTA
y3252,42.328659,-71.083402,0,2026-03-31 12:10:02,1,73583864,66,MBTA
y3244,42.37378692626953,-71.11893463134766,1,2026-03-31 12:09:43,1,73584833,66,MBTA
y3243,42.377872467041016,-71.1203842163086,1,2026-03-31 12:10:03,1,73583981,66,MBTA
y3234,42.372644,-71.121523,1,2026-03-31 12:10:02,2,73583979,66,MBTA
y3229,42.332921,-71.110685,1,2026-03-31 12:10:03,26,73583980,66,MBTA
y3227,42.356977,-71.129243,1,2026-03-31 12:10:09,10,73583982,66,MBTA
y3217,42.375285,-71.119155,1,2026-03-31 12:10:07,1,73584842,66,MBTA
y3209,42.342267,-71.121355,0,2026-03-31 12:10:07,17,73583855,66,MBTA
y2100,42.397574,-71.031149,0,2026-03-31 12:09:59,11,73901927,111,MBTA
y2096,42.362317,-71.056611,0,2026-03-31 12:10:05,1,73901702,111,MBTA
y2086,42.41568,-71.03295,1,2026-03-31 12:09:24,1,73901663,111,MBTA
y2082,42.411156,-71.031317,0,2026-03-31 12:10:04,22,73901674,111,MBTA
y2080,42.405181,-71.032522,1,2026-03-31 12:10:05,8,73901666,111,MBTA
y2034,42.372153,-71.065105,1,2026-03-31 12:10:05,22,73901696,111,MBTA
y2006,42.371988,-71.063924,0,2026-03-31 12:10:01,3,73901967,111,MBTA
y1946,42.362424,-71.057243,0,2026-03-31 12:09:59,1,73901888,111,MBTA
y1937,42.391607,-71.038359,1,2026-03-31 12:09:59,21,73901796,111,MBTA
y2065,42.355396,-71.133015,0,2026-03-31 12:10:08,16,73870795,64,MBTA
y1998,42.35674,-71.143425,1,2026-03-31 12:10:03,9,73870800,64,MBTA
y1993,42.370667,-71.072163,0,2026-03-31 12:09:57,1,73870787,64,MBTA
